seed,method,L_position,centralized_utility,utility,normalized_utility,selected_ues,used_local_reexecutions,total_triggered_local_reexecutions
10,O-RAN negotiation-based ConMit,9.0,733.8658821829777,707.0390727763279,96.34445338610783,47,5,5
11,Quantum-classical hybrid,1.0,738.342530906647,513.6365389930538,69.56615899700839,37,0,0
11,Quantum-classical hybrid,1.5,738.342530906647,674.8278365512858,91.39766548767436,50,0,0
11,O-RAN fixed-priority ConMit,1.0,738.342530906647,478.21450481048976,64.76865205411731,34,0,6
11,O-RAN fixed-priority ConMit,1.5,738.342530906647,621.3940128174733,84.16066890450332,42,0,6
11,O-RAN negotiation-based ConMit,1.0,738.342530906647,478.21450481048976,64.76865205411731,34,0,6
11,O-RAN negotiation-based ConMit,2.0,738.342530906647,621.3940128174733,84.16066890450332,42,1,6
11,O-RAN negotiation-based ConMit,3.0,738.342530906647,623.1769614391723,84.40214877963791,43,2,6
11,O-RAN negotiation-based ConMit,4.0,738.342530906647,643.6375717701105,87.17330301692853,44,3,6
11,O-RAN negotiation-based ConMit,5.0,738.342530906647,655.4761681486196,88.7767046744183,46,4,6
11,O-RAN negotiation-based ConMit,6.0,738.342530906647,667.7467183315532,90.43860950439823,47,5,6
11,O-RAN negotiation-based ConMit,7.0,738.342530906647,715.9360685420922,96.96530249489479,50,6,6
11,O-RAN negotiation-based ConMit,8.0,738.342530906647,715.9360685420922,96.96530249489479,50,6,6
11,O-RAN negotiation-based ConMit,9.0,738.342530906647,715.9360685420922,96.96530249489479,50,6,6
12,Quantum-classical hybrid,1.0,696.2706033546544,575.9844922104189,82.72422955030801,39,0,0
12,Quantum-classical hybrid,1.5,696.2706033546544,692.3285703687734,99.43383607366329,49,0,0
12,O-RAN fixed-priority ConMit,1.0,696.2706033546544,531.2881934876776,76.30484339392096,37,0,5
12,O-RAN fixed-priority ConMit,1.5,696.2706033546544,618.96512234219,88.89720740183428,43,0,5
12,O-RAN negotiation-based ConMit,1.0,696.2706033546544,531.2881934876776,76.30484339392096,37,0,5
12,O-RAN negotiation-based ConMit,2.0,696.2706033546544,633.973187699644,91.05270058008202,46,1,5
